Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits
2010,February,2,5,Cayuga,"4,479","9,492","$1,276,839","1,187","1,582","$268,438","3,292","7,910","$1,008,401"
2010,February,2,6,Chautauqua,"11,175","23,106","$3,180,445","3,858","6,037","$999,261","7,317","17,069","$2,181,184"
2010,February,2,7,Chemung,"6,554","13,741","$1,910,419","2,175","2,995","$502,838","4,379","10,746","$1,407,581"
2010,February,2,8,Chenango,"3,542","7,753","$1,029,553",854,"1,126","$187,928","2,688","6,627","$841,625"
2010,February,2,9,Clinton,"5,791","10,656","$1,453,057","2,163","2,874","$476,150","3,628","7,782","$976,907"
2010,February,2,10,Columbia,"2,468","4,465","$663,802","1,028","1,363","$245,241","1,440","3,102","$418,561"
2010,February,2,11,Cortland,"3,224","6,543","$874,021","1,030","1,468","$246,562","2,194","5,075","$627,459"
2010,February,2,12,Delaware,"2,586","5,202","$681,260",759,877,"$149,017","1,827","4,325","$532,243"
2010,February,2,13,Dutchess,"9,892","18,956","$2,745,821","3,227","4,335","$731,104","6,665","14,621","$2,014,717"
2010,February,2,14,Erie,"66,469","130,624","$18,173,940","22,554","33,605","$5,546,111","43,915","97,019","$12,627,829"
2010,February,2,15,Essex,"1,781","3,438","$452,231",632,730,"$124,257","1,149","2,708","$327,974"
2010,February,2,16,Franklin,"3,224","6,193","$865,160","1,133","1,399","$234,683","2,091","4,794","$630,477"
2010,February,2,17,Fulton,"4,346","8,777","$1,231,127","1,226","1,430","$251,761","3,120","7,347","$979,366"
2010,February,2,18,Genesee,"2,506","5,057","$670,873",760,965,"$164,895","1,746","4,092","$505,978"
2010,February,2,19,Greene,"2,758","5,173","$739,202","1,051","1,456","$249,451","1,707","3,717","$489,751"
2010,February,2,20,Hamilton,193,320,"$45,210",29,40,"$6,201",164,280,"$39,009"
2010,February,2,21,Herkimer,"4,377","8,767","$1,163,634","1,102","1,400","$242,982","3,275","7,367","$920,652"
2010,February,2,22,Jefferson,"7,004","14,053","$1,857,055","1,959","2,350","$401,626","5,045","11,703","$1,455,429"
2010,February,2,23,Lewis,"1,639","3,279","$392,638",366,459,"$71,169","1,273","2,820","$321,469"
2010,February,2,24,Livingston,"3,248","6,293","$857,095",929,"1,270","$219,205","2,319","5,023","$637,890"
2010,February,2,25,Madison,"3,858","8,364","$1,118,040",917,"1,245","$208,857","2,941","7,119","$909,183"
2010,February,2,26,Monroe,"50,312","99,550","$14,122,850","22,103","34,970","$5,730,984","28,209","64,580","$8,391,866"
2010,February,2,27,Montgomery,"4,029","8,804","$1,182,319","1,170","1,646","$272,748","2,859","7,158","$909,571"
2010,February,2,28,Nassau,"26,670","44,658","$6,875,682","13,824","19,376","$3,234,463","12,846","25,282","$3,641,219"
2010,February,2,29,Niagara,"13,779","26,547","$3,724,186","4,697","6,715","$1,140,332","9,082","19,832","$2,583,854"
2010,February,2,30,Oneida,"16,592","34,649","$4,783,796","5,662","8,745","$1,412,338","10,930","25,904","$3,371,458"
2010,February,2,31,Onondaga,"29,236","60,583","$8,319,587","10,238","15,790","$2,600,748","18,998","44,793","$5,718,839"
2010,February,2,32,Ontario,"4,603","8,739","$1,188,655","1,434","1,924","$326,193","3,169","6,815","$862,462"
2010,February,2,33,Orange,"14,535","35,303","$5,032,866","4,833","7,527","$1,216,441","9,702","27,776","$3,816,425"
2010,February,2,34,Orleans,"2,668","5,474","$720,509",840,"1,211","$208,882","1,828","4,263","$511,627"
2010,February,2,35,Oswego,"7,617","17,900","$2,377,858","2,006","2,944","$493,504","5,611","14,956","$1,884,354"
2010,February,2,36,Otsego,"2,755","5,556","$734,306",764,872,"$150,531","1,991","4,684","$583,775"
2010,February,2,37,Putnam,"1,117","1,720","$240,225",473,507,"$88,629",644,"1,213","$151,596"
2010,February,2,38,Rensselaer,"8,234","16,756","$2,353,374","2,699","4,341","$702,699","5,535","12,415","$1,650,675"
2010,February,2,39,Rockland,"11,254","31,542","$4,514,592","3,148","4,513","$739,786","8,106","27,029","$3,774,806"
2010,February,2,40,St. Lawrence,"7,334","15,420","$2,019,670","2,501","3,443","$568,429","4,833","11,977","$1,451,241"
2010,February,2,41,Saratoga,"7,193","13,731","$1,840,401","1,601","1,726","$304,621","5,592","12,005","$1,535,780"
2010,February,2,42,Schenectady,"9,508","19,498","$2,743,877","3,326","4,651","$774,227","6,182","14,847","$1,969,650"
2010,February,2,43,Schoharie,"1,668","3,313","$445,180",443,523,"$90,050","1,225","2,790","$355,130"
2010,February,2,44,Schuyler,"1,091","2,336","$314,374",335,489,"$81,883",756,"1,847","$232,491"
2010,February,2,45,Seneca,"1,389","2,710","$376,962",411,508,"$86,511",978,"2,202","$290,451"
2010,February,2,46,Steuben,"5,391","11,576","$1,487,691","1,777","2,518","$408,167","3,614","9,058","$1,079,524"
2010,February,2,47,Suffolk,"42,822","77,066","$11,395,650","16,975","23,315","$3,812,270","25,847","53,751","$7,583,380"
2010,February,2,48,Sullivan,"5,020","10,173","$1,429,997","1,951","2,700","$449,501","3,069","7,473","$980,496"
2010,February,2,49,Tioga,"2,723","5,995","$777,389",700,973,"$163,870","2,023","5,022","$613,519"
2010,February,2,50,Tompkins,"4,304","8,008","$1,131,910","1,492","1,970","$340,390","2,812","6,038","$791,520"
2010,February,2,51,Ulster,"9,077","17,011","$2,416,596","3,339","4,449","$749,766","5,738","12,562","$1,666,830"
2010,February,2,52,Warren,"3,514","7,009","$949,739","1,034","1,168","$201,753","2,480","5,841","$747,986"
2010,February,2,53,Washington,"3,550","7,184","$941,029",912,"1,111","$191,241","2,638","6,073","$749,788"
2010,February,2,54,Wayne,"4,556","8,849","$1,202,210","1,425","1,774","$306,718","3,131","7,075","$895,492"
2010,February,2,55,Westchester,"33,401","61,520","$9,022,342","13,270","19,449","$3,062,455","20,131","42,071","$5,959,887"
2010,February,2,56,Wyoming,"1,608","3,299","$411,647",448,563,"$94,353","1,160","2,736","$317,294"
2010,February,2,57,Yates,"1,416","2,935","$368,252",283,351,"$58,654","1,133","2,584","$309,598"
2010,February,2,66,New York City,"909,222","1,663,116","$265,485,355","425,473","660,804","$110,511,850","483,749","1,002,312","$154,973,505"
2010,March,3,1,Albany,"15,800","30,641","$4,436,515","5,821","8,574","$1,462,306","9,979","22,067","$2,974,209"
2010,March,3,2,Allegany,"3,028","6,142","$783,399","1,097","1,496","$246,283","1,931","4,646","$537,116"
2010,March,3,3,Broome,"14,373","27,690","$3,834,446","5,717","8,414","$1,421,404","8,656","19,276","$2,413,042"
2010,March,3,4,Cattaraugus,"5,003","10,267","$1,332,555","1,439","1,690","$295,078","3,564","8,577","$1,037,477"
2010,March,3,5,Cayuga,"4,561","9,636","$1,300,085","1,191","1,597","$270,717","3,370","8,039","$1,029,368"
2010,March,3,6,Chautauqua,"11,350","23,477","$3,232,110","3,834","6,038","$998,141","7,516","17,439","$2,233,969"
2010,March,3,7,Chemung,"6,679","13,925","$1,937,214","2,180","2,998","$502,758","4,499","10,927","$1,434,456"
2010,March,3,8,Chenango,"3,599","7,852","$1,036,571",881,"1,188","$197,511","2,718","6,664","$839,060"
2010,March,3,9,Clinton,"5,810","10,649","$1,442,316","2,118","2,813","$463,108","3,692","7,836","$979,208"
2010,March,3,10,Columbia,"2,517","4,550","$680,270","1,022","1,373","$239,025","1,495","3,177","$441,245"
2010,March,3,11,Cortland,"3,256","6,663","$881,559","1,038","1,475","$247,703","2,218","5,188","$633,856"
2010,March,3,12,Delaware,"2,640","5,296","$703,212",766,884,"$149,140","1,874","4,412","$554,072"
2010,March,3,13,Dutchess,"10,025","19,251","$2,792,552","3,232","4,337","$740,444","6,793","14,914","$2,052,108"
2010,March,3,14,Erie,"67,292","132,030","$18,342,934","22,579","33,573","$5,544,140","44,713","98,457","$12,798,794"
2010,March,3,15,Essex,"1,820","3,484","$459,616",644,758,"$126,067","1,176","2,726","$333,549"
2010,March,3,16,Franklin,"3,260","6,232","$868,965","1,146","1,425","$238,175","2,114","4,807","$630,790"
2010,March,3,17,Fulton,"4,393","8,861","$1,236,053","1,202","1,394","$245,530","3,191","7,467","$990,523"
2010,March,3,18,Genesee,"2,503","5,072","$673,888",743,936,"$158,442","1,760","4,136","$515,446"
2010,March,3,19,Greene,"2,805","5,257","$749,857","1,044","1,475","$252,004","1,761","3,782","$497,853"
2010,March,3,20,Hamilton,192,311,"$44,463",28,34,"$5,762",164,277,"$38,701"
2010,March,3,21,Herkimer,"4,418","8,860","$1,177,147","1,102","1,395","$244,052","3,316","7,465","$933,095"
2010,March,3,22,Jefferson,"7,103","14,302","$1,878,297","1,950","2,333","$401,083","5,153","11,969","$1,477,214"
2010,March,3,23,Lewis,"1,650","3,332","$401,576",363,441,"$69,313","1,287","2,891","$332,263"
2010,March,3,24,Livingston,"3,275","6,354","$854,532",920,"1,272","$214,621","2,355","5,082","$639,911"
2010,March,3,25,Madison,"3,906","8,457","$1,132,368",910,"1,239","$208,955","2,996","7,218","$923,413"
2010,March,3,26,Monroe,"51,161","100,765","$14,317,199","22,136","34,901","$5,711,752","29,025","65,864","$8,605,447"
2010,March,3,27,Montgomery,"4,074","8,910","$1,189,277","1,160","1,619","$270,236","2,914","7,291","$919,041"
2010,March,3,28,Nassau,"27,407","45,903","$7,202,093","14,119","19,827","$3,347,753","13,288","26,076","$3,854,340"
2010,March,3,29,Niagara,"14,112","27,110","$3,793,471","4,719","6,732","$1,140,589","9,393","20,378","$2,652,882"
2010,March,3,30,Oneida,"16,883","35,295","$4,901,841","5,686","8,805","$1,425,390","11,197","26,490","$3,476,451"
2010,March,3,31,Onondaga,"29,726","61,402","$8,408,682","10,254","15,805","$2,590,592","19,472","45,597","$5,818,090"
2010,March,3,32,Ontario,"4,715","9,006","$1,229,752","1,472","1,980","$337,842","3,243","7,026","$891,910"
2010,March,3,33,Orange,"15,019","36,297","$5,277,796","4,908","7,649","$1,261,619","10,111","28,648","$4,016,177"
2010,March,3,34,Orleans,"2,726","5,566","$728,555",845,"1,193","$203,360","1,881","4,373","$525,195"
2010,March,3,35,Oswego,"7,760","18,170","$2,415,666","1,986","2,909","$484,885","5,774","15,261","$1,930,781"
2010,March,3,36,Otsego,"2,808","5,647","$744,120",782,890,"$153,519","2,026","4,757","$590,601"
2010,March,3,37,Putnam,"1,147","1,768","$251,729",472,506,"$87,838",675,"1,262","$163,891"
2010,March,3,38,Rensselaer,"8,374","17,016","$2,398,322","2,722","4,419","$711,094","5,652","12,597","$1,687,228"
2010,March,3,39,Rockland,"11,619","32,394","$4,672,163","3,144","4,530","$742,498","8,475","27,864","$3,929,665"
2010,March,3,40,St. Lawrence,"7,410","15,549","$2,041,366","2,489","3,415","$565,834","4,921","12,134","$1,475,532"
2010,March,3,41,Saratoga,"7,346","13,972","$1,852,288","1,587","1,701","$299,308","5,759","12,271","$1,552,980"
2010,March,3,42,Schenectady,"9,833","20,168","$2,846,003","3,385","4,723","$784,299","6,448","15,445","$2,061,704"
2010,March,3,43,Schoharie,"1,689","3,347","$447,463",441,529,"$90,933","1,248","2,818","$356,530"
2010,March,3,44,Schuyler,"1,098","2,382","$318,085",330,491,"$81,496",768,"1,891","$236,589"
2010,March,3,45,Seneca,"1,439","2,799","$388,486",411,503,"$87,019","1,028","2,296","$301,467"
2010,March,3,46,Steuben,"5,416","11,597","$1,477,448","1,781","2,543","$411,353","3,635","9,054","$1,066,095"
2010,March,3,47,Suffolk,"43,968","79,185","$11,746,171","17,185","23,620","$3,869,864","26,783","55,565","$7,876,307"
2010,March,3,48,Sullivan,"5,152","10,417","$1,453,383","1,983","2,739","$457,519","3,169","7,678","$995,864"
2010,March,3,49,Tioga,"2,777","6,090","$784,588",702,971,"$160,647","2,075","5,119","$623,941"
2010,March,3,50,Tompkins,"4,387","8,103","$1,145,156","1,507","1,961","$343,133","2,880","6,142","$802,023"
2010,March,3,51,Ulster,"9,282","17,335","$2,466,500","3,363","4,487","$759,151","5,919","12,848","$1,707,349"
2010,March,3,52,Warren,"3,563","7,132","$957,633","1,029","1,174","$201,818","2,534","5,958","$755,815"
2010,March,3,53,Washington,"3,585","7,259","$949,544",926,"1,114","$192,161","2,659","6,145","$757,383"
2010,March,3,54,Wayne,"4,708","9,183","$1,244,659","1,440","1,792","$309,074","3,268","7,391","$935,585"
2010,March,3,55,Westchester,"34,030","62,659","$9,209,232","13,386","19,609","$3,101,813","20,644","43,050","$6,107,419"
2010,March,3,56,Wyoming,"1,615","3,311","$415,676",449,572,"$95,715","1,166","2,739","$319,961"
2010,March,3,57,Yates,"1,425","2,960","$371,946",287,354,"$60,744","1,138","2,606","$311,202"
2010,March,3,66,New York City,"923,801","1,687,344","$269,446,285","428,292","663,699","$111,105,888","495,509","1,023,645","$158,340,397"
2010,April,4,1,Albany,"15,877","30,778","$4,400,924","5,787","8,475","$1,437,083","10,090","22,303","$2,963,841"
2010,April,4,2,Allegany,"3,034","6,166","$785,478","1,100","1,505","$248,276","1,934","4,661","$537,202"
2010,April,4,3,Broome,"14,369","27,563","$3,806,903","5,698","8,365","$1,414,783","8,671","19,198","$2,392,120"
2010,April,4,4,Cattaraugus,"4,995","10,261","$1,324,219","1,421","1,678","$289,683","3,574","8,583","$1,034,536"
2010,April,4,5,Cayuga,"4,563","9,613","$1,285,737","1,194","1,582","$266,797","3,369","8,031","$1,018,940"
2010,April,4,6,Chautauqua,"11,463","23,758","$3,261,911","3,836","6,062","$996,668","7,627","17,696","$2,265,243"
2010,April,4,7,Chemung,"6,750","14,062","$1,942,099","2,145","2,929","$489,863","4,605","11,133","$1,452,236"
2010,April,4,8,Chenango,"3,586","7,755","$1,020,886",872,"1,159","$192,911","2,714","6,596","$827,975"
2010,April,4,9,Clinton,"5,844","10,708","$1,450,963","2,105","2,743","$454,373","3,739","7,965","$996,590"
2010,April,4,10,Columbia,"2,540","4,572","$690,316","1,043","1,398","$249,063","1,497","3,174","$441,253"
2010,April,4,11,Cortland,"3,245","6,575","$870,812","1,014","1,436","$241,447","2,231","5,139","$629,365"
2010,April,4,12,Delaware,"2,643","5,277","$699,563",784,888,"$150,846","1,859","4,389","$548,717"
2010,April,4,13,Dutchess,"10,312","19,757","$2,913,225","3,283","4,444","$763,312","7,029","15,313","$2,149,913"
2010,April,4,14,Erie,"67,763","132,772","$18,413,799","22,732","33,904","$5,595,015","45,031","98,868","$12,818,784"
2010,April,4,15,Essex,"1,817","3,482","$457,996",636,728,"$122,822","1,181","2,754","$335,174"
2010,April,4,16,Franklin,"3,279","6,289","$873,765","1,140","1,419","$236,046","2,139","4,870","$637,719"
2010,April,4,17,Fulton,"4,371","8,819","$1,213,182","1,189","1,379","$243,629","3,182","7,440","$969,553"
2010,April,4,18,Genesee,"2,520","5,112","$676,363",732,904,"$153,183","1,788","4,208","$523,180"
2010,April,4,19,Greene,"2,817","5,283","$749,381","1,053","1,495","$255,374","1,764","3,788","$494,007"
2010,April,4,20,Hamilton,189,306,"$43,697",27,35,"$5,910",162,271,"$37,787"
2010,April,4,21,Herkimer,"4,465","9,034","$1,216,851","1,083","1,366","$238,195","3,382","7,668","$978,656"
2010,April,4,22,Jefferson,"7,081","14,260","$1,861,391","1,914","2,261","$387,874","5,167","11,999","$1,473,517"
2010,April,4,23,Lewis,"1,663","3,342","$400,289",370,450,"$70,871","1,293","2,892","$329,418"
2010,April,4,24,Livingston,"3,284","6,367","$852,545",917,"1,277","$213,718","2,367","5,090","$638,827"
2010,April,4,25,Madison,"3,930","8,463","$1,121,638",909,"1,241","$206,532","3,021","7,222","$915,106"
2010,April,4,26,Monroe,"51,672","101,568","$14,296,635","22,246","35,102","$5,718,596","29,426","66,466","$8,578,039"
2010,April,4,27,Montgomery,"4,054","8,862","$1,187,927","1,157","1,631","$273,499","2,897","7,231","$914,428"
2010,April,4,28,Nassau,"27,747","46,631","$7,279,161","14,104","19,829","$3,338,633","13,643","26,802","$3,940,528"
2010,April,4,29,Niagara,"14,281","27,466","$3,815,521","4,743","6,813","$1,154,539","9,538","20,653","$2,660,982"
2010,April,4,30,Oneida,"17,043","35,660","$4,917,725","5,696","8,906","$1,437,901","11,347","26,754","$3,479,824"
2010,April,4,31,Onondaga,"29,940","61,891","$8,442,659","10,300","15,851","$2,596,457","19,640","46,040","$5,846,202"
2010,April,4,32,Ontario,"4,801","9,137","$1,224,961","1,468","1,938","$331,141","3,333","7,199","$893,820"
2010,April,4,33,Orange,"15,354","37,031","$5,327,215","4,974","7,746","$1,255,986","10,380","29,285","$4,071,229"
2010,April,4,34,Orleans,"2,735","5,612","$725,938",829,"1,186","$200,376","1,906","4,426","$525,562"
2010,April,4,35,Oswego,"7,838","18,295","$2,426,337","1,983","2,846","$472,982","5,855","15,449","$1,953,355"
2010,April,4,36,Otsego,"2,822","5,614","$742,078",776,889,"$153,008","2,046","4,725","$589,070"
2010,April,4,37,Putnam,"1,143","1,763","$247,507",472,511,"$87,559",671,"1,252","$159,948"
2010,April,4,38,Rensselaer,"8,402","17,121","$2,406,398","2,682","4,330","$699,807","5,720","12,791","$1,706,591"
2010,April,4,39,Rockland,"11,843","32,886","$4,712,294","3,164","4,537","$745,370","8,679","28,349","$3,966,924"
2010,April,4,40,St. Lawrence,"7,423","15,520","$2,031,476","2,477","3,400","$562,150","4,946","12,120","$1,469,326"
2010,April,4,41,Saratoga,"7,430","14,081","$1,865,900","1,594","1,706","$300,339","5,836","12,375","$1,565,561"
2010,April,4,42,Schenectady,"9,947","20,370","$2,856,209","3,396","4,743","$784,662","6,551","15,627","$2,071,547"
2010,April,4,43,Schoharie,"1,727","3,427","$453,734",444,523,"$90,601","1,283","2,904","$363,133"
2010,April,4,44,Schuyler,"1,089","2,358","$308,312",321,475,"$77,111",768,"1,883","$231,201"
2010,April,4,45,Seneca,"1,445","2,857","$387,301",409,510,"$85,085","1,036","2,347","$302,216"
2010,April,4,46,Steuben,"5,466","11,706","$1,490,812","1,780","2,517","$408,643","3,686","9,189","$1,082,169"
2010,April,4,47,Suffolk,"44,631","80,266","$11,802,289","17,434","23,909","$3,888,633","27,197","56,357","$7,913,656"
2010,April,4,48,Sullivan,"5,196","10,450","$1,460,264","2,006","2,775","$464,451","3,190","7,675","$995,813"
2010,April,4,49,Tioga,"2,805","6,124","$777,740",689,933,"$156,292","2,116","5,191","$621,448"
2010,April,4,50,Tompkins,"4,424","8,155","$1,145,056","1,522","1,992","$344,964","2,902","6,163","$800,092"
2010,April,4,51,Ulster,"9,291","17,368","$2,461,578","3,341","4,433","$755,084","5,950","12,935","$1,706,494"
2010,April,4,52,Warren,"3,619","7,275","$968,795","1,020","1,157","$198,250","2,599","6,118","$770,545"
2010,April,4,53,Washington,"3,557","7,149","$929,757",918,"1,106","$192,105","2,639","6,043","$737,652"
2010,April,4,54,Wayne,"4,681","9,151","$1,217,112","1,427","1,774","$303,259","3,254","7,377","$913,853"
2010,April,4,55,Westchester,"34,368","63,163","$9,221,351","13,379","19,555","$3,076,486","20,989","43,608","$6,144,865"
2010,April,4,56,Wyoming,"1,602","3,270","$409,225",440,566,"$93,442","1,162","2,704","$315,783"
2010,April,4,57,Yates,"1,436","2,973","$369,248",286,348,"$57,321","1,150","2,625","$311,927"
2010,April,4,66,New York City,"931,850","1,700,301","$270,359,585","428,929","663,043","$110,825,216","502,921","1,037,258","$159,534,369"
